,card_type_classic,latest_balance,loan_age,A14,loan_amount,loan_payments,card_type_none,card_age,district_id,n_clients,loan_duration,loan_status,account_age,total_debit,n_orders
430,0.0,17114.0,4.0,125.0,41952.0,3496.0,1.0,0.0,43.0,1.0,12.0,1.0,5.0,7603.8,4.0
652,0.0,21182.0,1.0,113.0,152460.0,2541.0,1.0,0.0,25.0,1.0,60.0,1.0,2.0,13697.8,5.0
190,0.0,57645.0,2.0,100.0,68124.0,5677.0,1.0,0.0,74.0,1.0,12.0,1.0,3.0,13874.0,2.0
424,0.0,41656.0,1.0,120.0,110736.0,2307.0,1.0,0.0,19.0,1.0,48.0,1.0,2.0,9666.8,4.0
635,0.0,44225.0,1.0,167.0,45720.0,3810.0,1.0,0.0,1.0,1.0,12.0,1.0,2.0,7462.0,3.0
620,1.0,50339.0,1.0,167.0,194280.0,3238.0,0.0,1.0,1.0,1.0,60.0,1.0,3.0,7595.0,5.0
94,0.0,59939.0,5.0,96.0,239460.0,3991.0,1.0,0.0,68.0,1.0,60.0,1.0,6.0,14941.8,3.0
180,0.0,69241.0,3.0,106.0,253512.0,7042.0,1.0,0.0,59.0,1.0,36.0,0.0,3.0,7042.0,1.0
301,0.0,18190.0,1.0,118.0,22356.0,621.0,1.0,0.0,5.0,1.0,36.0,1.0,2.0,4882.0,2.0
660,0.0,49771.0,2.0,118.0,48096.0,2004.0,1.0,0.0,32.0,1.0,24.0,1.0,3.0,5803.2,2.0
494,0.0,42104.0,4.0,120.0,266220.0,4437.0,1.0,0.0,20.0,1.0,60.0,1.0,5.0,12286.0,4.0
439,0.0,30234.0,1.0,97.0,42384.0,3532.0,1.0,0.0,40.0,1.0,12.0,1.0,3.0,6934.0,3.0
436,0.0,53221.0,4.0,167.0,31728.0,1322.0,1.0,0.0,1.0,2.0,24.0,1.0,6.0,7342.0,2.0
642,0.0,37654.0,1.0,117.0,339168.0,7066.0,1.0,0.0,46.0,1.0,48.0,1.0,2.0,10794.0,2.0
5,0.0,39710.0,3.0,107.0,165960.0,6915.0,1.0,0.0,16.0,1.0,24.0,1.0,5.0,13753.0,3.0
45,0.0,44584.0,4.0,167.0,87216.0,1817.0,1.0,0.0,1.0,1.0,48.0,1.0,6.0,6147.0,4.0
593,0.0,53811.0,1.0,145.0,210744.0,5854.0,1.0,0.0,64.0,1.0,36.0,1.0,2.0,15005.2,2.0
515,0.0,85428.0,4.0,145.0,33984.0,708.0,1.0,0.0,64.0,1.0,48.0,1.0,5.0,708.0,1.0
624,0.0,48986.0,4.0,132.0,60000.0,1000.0,1.0,0.0,45.0,1.0,60.0,1.0,6.0,5910.0,3.0
16,1.0,42459.0,1.0,102.0,112752.0,3132.0,0.0,1.0,71.0,1.0,36.0,1.0,3.0,6935.0,2.0
48,0.0,29723.0,1.0,81.0,22260.0,371.0,1.0,0.0,70.0,1.0,60.0,1.0,2.0,3653.0,2.0
658,0.0,85132.0,6.0,110.0,274740.0,4579.0,0.0,4.0,63.0,1.0,60.0,1.0,6.0,14834.0,3.0
623,0.0,96741.0,5.0,102.0,151560.0,6315.0,0.0,1.0,66.0,1.0,24.0,1.0,6.0,16449.0,2.0
3,0.0,45905.0,1.0,120.0,318480.0,5308.0,1.0,0.0,20.0,1.0,60.0,0.0,2.0,10305.5,4.0
434,0.0,33623.0,2.0,107.0,130464.0,2718.0,1.0,0.0,16.0,1.0,48.0,1.0,3.0,8742.0,5.0
398,0.0,18028.0,2.0,115.0,49320.0,1370.0,1.0,0.0,60.0,1.0,36.0,1.0,3.0,5935.0,3.0
316,0.0,19937.0,2.0,112.0,90180.0,2505.0,1.0,0.0,28.0,1.0,36.0,1.0,3.0,6835.8,2.0
627,0.0,31107.0,1.0,81.0,267600.0,5575.0,1.0,0.0,70.0,1.0,48.0,1.0,3.0,5575.3,1.0
283,1.0,81623.0,6.0,135.0,117024.0,4876.0,0.0,3.0,14.0,1.0,24.0,1.0,6.0,4875.8,1.0
485,0.0,62967.0,6.0,123.0,87840.0,3660.0,1.0,0.0,13.0,2.0,24.0,1.0,6.0,8796.8,5.0
285,0.0,66597.0,5.0,94.0,143904.0,5996.0,1.0,0.0,50.0,1.0,24.0,1.0,6.0,9483.2,3.0
399,0.0,79937.0,1.0,111.0,139488.0,5812.0,1.0,0.0,3.0,1.0,24.0,1.0,2.0,5811.7,1.0
225,0.0,70457.0,1.0,167.0,63576.0,5298.0,1.0,0.0,1.0,1.0,12.0,1.0,2.0,5297.7,1.0
26,0.0,29030.0,5.0,115.0,252060.0,4201.0,1.0,0.0,60.0,1.0,60.0,0.0,6.0,12584.2,3.0
537,0.0,62583.0,1.0,145.0,69600.0,1450.0,1.0,0.0,64.0,2.0,48.0,1.0,3.0,10735.0,5.0
263,1.0,63446.0,1.0,167.0,66696.0,2779.0,0.0,1.0,1.0,1.0,24.0,1.0,2.0,15038.7,2.0
50,1.0,78486.0,4.0,109.0,189060.0,3151.0,0.0,2.0,4.0,1.0,60.0,1.0,5.0,9091.0,2.0
364,0.0,61289.0,2.0,109.0,247920.0,5165.0,1.0,0.0,67.0,1.0,48.0,0.0,3.0,5165.2,1.0
229,0.0,29352.0,4.0,108.0,158976.0,3312.0,1.0,0.0,52.0,1.0,48.0,1.0,6.0,8860.0,4.0
37,0.0,20757.0,4.0,90.0,73056.0,1522.0,1.0,0.0,39.0,2.0,48.0,1.0,4.0,5316.0,3.0
157,0.0,63347.0,6.0,110.0,93888.0,2608.0,1.0,0.0,63.0,1.0,36.0,1.0,6.0,13331.2,2.0
237,0.0,51977.0,5.0,96.0,244560.0,4076.0,1.0,0.0,58.0,1.0,60.0,1.0,6.0,16081.5,2.0
653,0.0,58306.0,5.0,123.0,197748.0,5493.0,1.0,0.0,13.0,2.0,36.0,1.0,6.0,13010.0,2.0
374,0.0,27214.0,5.0,81.0,36684.0,3057.0,1.0,0.0,70.0,1.0,12.0,1.0,6.0,3057.0,1.0
370,0.0,36829.0,3.0,111.0,270384.0,5633.0,1.0,0.0,3.0,1.0,48.0,1.0,4.0,18708.8,2.0
175,0.0,43198.0,1.0,87.0,390000.0,8125.0,1.0,0.0,42.0,1.0,48.0,1.0,2.0,22704.3,3.0
576,0.0,26525.0,3.0,104.0,176148.0,4893.0,1.0,0.0,38.0,1.0,36.0,1.0,3.0,10076.0,2.0
480,0.0,58866.0,4.0,131.0,29784.0,1241.0,1.0,0.0,26.0,2.0,24.0,1.0,4.0,5827.0,3.0
194,0.0,40639.0,2.0,100.0,146064.0,6086.0,1.0,0.0,74.0,1.0,24.0,1.0,3.0,17174.2,4.0
578,0.0,38902.0,4.0,107.0,139536.0,5814.0,1.0,0.0,61.0,1.0,24.0,1.0,6.0,16534.5,2.0
586,0.0,38073.0,4.0,111.0,126600.0,5275.0,1.0,0.0,47.0,1.0,24.0,1.0,6.0,5274.7,1.0
411,0.0,30364.0,3.0,137.0,74124.0,2059.0,1.0,0.0,12.0,1.0,36.0,1.0,4.0,5921.0,4.0
456,1.0,90366.0,4.0,100.0,21852.0,607.0,0.0,3.0,34.0,1.0,36.0,1.0,4.0,9564.0,5.0
657,0.0,57638.0,6.0,131.0,154416.0,3217.0,1.0,0.0,18.0,1.0,48.0,1.0,6.0,3216.7,1.0
644,0.0,75280.0,2.0,99.0,45768.0,3814.0,1.0,0.0,75.0,2.0,12.0,1.0,3.0,17756.7,4.0
584,1.0,64330.0,3.0,108.0,133968.0,2791.0,0.0,3.0,52.0,2.0,48.0,1.0,4.0,15482.0,4.0
67,0.0,27961.0,2.0,111.0,74772.0,2077.0,1.0,0.0,55.0,1.0,36.0,1.0,3.0,6239.3,2.0
426,0.0,17416.0,5.0,108.0,63312.0,1319.0,1.0,0.0,31.0,1.0,48.0,1.0,6.0,4096.0,3.0
168,0.0,31046.0,5.0,141.0,272520.0,4542.0,1.0,0.0,10.0,2.0,60.0,1.0,6.0,10449.0,2.0
432,0.0,79314.0,4.0,110.0,309600.0,6450.0,1.0,0.0,72.0,1.0,48.0,1.0,4.0,6450.2,1.0
162,0.0,75483.0,2.0,116.0,335280.0,6985.0,1.0,0.0,57.0,1.0,48.0,1.0,3.0,10093.3,3.0
309,0.0,66574.0,3.0,145.0,276300.0,4605.0,1.0,0.0,64.0,1.0,60.0,1.0,4.0,8555.0,2.0
193,0.0,37235.0,2.0,111.0,19248.0,1604.0,1.0,0.0,3.0,2.0,12.0,1.0,3.0,10853.0,2.0
570,0.0,66508.0,4.0,108.0,104712.0,4363.0,1.0,0.0,31.0,2.0,24.0,1.0,5.0,17748.7,2.0
365,0.0,94873.0,5.0,100.0,398640.0,6644.0,1.0,0.0,74.0,1.0,60.0,1.0,6.0,6643.7,1.0
383,1.0,43707.0,2.0,100.0,76992.0,3208.0,0.0,1.0,74.0,1.0,24.0,1.0,3.0,3207.8,1.0
613,1.0,77687.0,3.0,135.0,421008.0,8771.0,0.0,1.0,14.0,1.0,48.0,1.0,3.0,18673.0,2.0
479,0.0,79298.0,2.0,124.0,238716.0,6631.0,1.0,0.0,48.0,1.0,36.0,1.0,3.0,18316.7,3.0
152,0.0,91530.0,3.0,145.0,360000.0,7500.0,1.0,0.0,64.0,1.0,48.0,1.0,5.0,7500.0,1.0
680,1.0,75200.0,3.0,107.0,54024.0,4502.0,0.0,4.0,61.0,1.0,12.0,1.0,5.0,9274.3,3.0
447,0.0,54416.0,4.0,108.0,27984.0,2332.0,1.0,0.0,52.0,1.0,12.0,1.0,5.0,10549.0,2.0
226,0.0,85376.0,2.0,140.0,84600.0,2350.0,1.0,0.0,54.0,1.0,36.0,0.0,3.0,2349.5,1.0
552,0.0,111645.0,5.0,81.0,41904.0,3492.0,1.0,0.0,70.0,1.0,12.0,1.0,6.0,10880.5,3.0
547,0.0,109183.0,6.0,154.0,86616.0,7218.0,1.0,0.0,11.0,1.0,12.0,1.0,6.0,11733.0,3.0
103,0.0,33866.0,1.0,81.0,55632.0,2318.0,1.0,0.0,70.0,1.0,24.0,1.0,2.0,2317.5,1.0
650,1.0,64538.0,2.0,118.0,57120.0,1190.0,0.0,1.0,32.0,1.0,48.0,1.0,3.0,5811.0,3.0
517,0.0,64740.0,4.0,167.0,125340.0,2089.0,1.0,0.0,1.0,1.0,60.0,1.0,5.0,5801.8,2.0
74,0.0,74175.0,1.0,120.0,125472.0,5228.0,1.0,0.0,19.0,2.0,24.0,1.0,2.0,20109.7,2.0
115,1.0,86688.0,2.0,100.0,214596.0,5961.0,0.0,1.0,74.0,2.0,36.0,1.0,2.0,19589.0,2.0
407,0.0,22345.0,1.0,116.0,194160.0,4045.0,1.0,0.0,57.0,1.0,48.0,1.0,3.0,11885.0,5.0
656,0.0,79062.0,3.0,107.0,115812.0,3217.0,1.0,0.0,16.0,1.0,36.0,1.0,4.0,3216.7,1.0
119,0.0,31578.0,1.0,87.0,23328.0,1944.0,1.0,0.0,42.0,2.0,12.0,1.0,2.0,11712.0,2.0
53,0.0,56594.0,4.0,132.0,204000.0,3400.0,1.0,0.0,45.0,1.0,60.0,1.0,5.0,10485.5,2.0
151,0.0,20174.0,1.0,167.0,428784.0,8933.0,1.0,0.0,1.0,2.0,48.0,1.0,3.0,12954.0,4.0
403,0.0,64959.0,3.0,104.0,96768.0,2688.0,1.0,0.0,38.0,2.0,36.0,1.0,4.0,15854.5,2.0
641,0.0,50910.0,3.0,167.0,68832.0,1912.0,1.0,0.0,1.0,1.0,36.0,1.0,4.0,7347.0,2.0
207,0.0,74336.0,2.0,99.0,14028.0,1169.0,1.0,0.0,53.0,1.0,12.0,1.0,4.0,6265.0,3.0
647,0.0,7611.0,1.0,107.0,140688.0,2931.0,1.0,0.0,16.0,2.0,48.0,1.0,2.0,2931.0,1.0
470,1.0,101804.0,5.0,100.0,140400.0,3900.0,0.0,2.0,74.0,1.0,36.0,1.0,6.0,3900.5,1.0
452,0.0,28780.0,5.0,115.0,189696.0,7904.0,1.0,0.0,60.0,1.0,24.0,0.0,5.0,11584.8,3.0
527,0.0,18085.0,2.0,111.0,50112.0,2088.0,1.0,0.0,47.0,1.0,24.0,1.0,2.0,7106.0,4.0
8,1.0,17221.0,1.0,123.0,352704.0,7348.0,0.0,1.0,21.0,1.0,48.0,1.0,2.0,7348.0,1.0
506,0.0,18629.0,5.0,100.0,230220.0,6395.0,1.0,0.0,74.0,1.0,36.0,0.0,6.0,15843.8,3.0
36,0.0,45646.0,1.0,123.0,156096.0,4336.0,1.0,0.0,21.0,1.0,36.0,1.0,2.0,11730.8,2.0
139,0.0,44533.0,4.0,96.0,99336.0,4139.0,1.0,0.0,68.0,1.0,24.0,1.0,5.0,8862.0,2.0
253,0.0,23779.0,3.0,90.0,66480.0,2770.0,1.0,0.0,73.0,1.0,24.0,0.0,4.0,2770.3,1.0
303,0.0,24099.0,2.0,99.0,399120.0,6652.0,1.0,0.0,75.0,1.0,60.0,1.0,3.0,6652.5,1.0
513,0.0,21926.0,2.0,81.0,33144.0,2762.0,1.0,0.0,70.0,2.0,12.0,1.0,2.0,9154.0,4.0
516,0.0,66384.0,1.0,167.0,74352.0,3098.0,1.0,0.0,1.0,1.0,24.0,1.0,3.0,10195.0,2.0
368,0.0,73347.0,3.0,145.0,85632.0,1784.0,1.0,0.0,64.0,1.0,48.0,1.0,4.0,1784.5,1.0
59,0.0,930.0,5.0,120.0,192552.0,8023.0,1.0,0.0,20.0,1.0,24.0,0.0,6.0,8022.8,1.0
111,0.0,11414.0,1.0,123.0,271260.0,4521.0,1.0,0.0,37.0,1.0,60.0,1.0,2.0,11365.0,2.0
543,0.0,27104.0,1.0,113.0,82128.0,3422.0,1.0,0.0,29.0,1.0,24.0,1.0,2.0,3421.5,1.0
486,0.0,72583.0,2.0,106.0,8616.0,359.0,1.0,0.0,59.0,1.0,24.0,1.0,3.0,8228.0,3.0
675,0.0,19683.0,2.0,118.0,67320.0,1870.0,1.0,0.0,5.0,1.0,36.0,1.0,4.0,10558.3,4.0
262,1.0,52117.0,3.0,110.0,64656.0,1347.0,0.0,1.0,27.0,2.0,48.0,1.0,3.0,5412.0,2.0
572,0.0,77032.0,4.0,105.0,244368.0,5091.0,1.0,0.0,65.0,1.0,48.0,1.0,5.0,5091.3,1.0
297,0.0,31798.0,2.0,110.0,53232.0,1109.0,1.0,0.0,72.0,1.0,48.0,1.0,4.0,4650.0,3.0
414,0.0,82340.0,1.0,130.0,99744.0,4156.0,1.0,0.0,7.0,1.0,24.0,1.0,2.0,12245.5,2.0
150,0.0,47061.0,2.0,126.0,466608.0,9721.0,1.0,0.0,6.0,1.0,48.0,1.0,4.0,9721.0,1.0
433,0.0,23779.0,2.0,106.0,153504.0,3198.0,1.0,0.0,59.0,1.0,48.0,1.0,3.0,10074.8,3.0
440,0.0,80447.0,2.0,117.0,390096.0,8127.0,0.0,1.0,46.0,2.0,48.0,1.0,3.0,17524.0,2.0
266,1.0,77200.0,2.0,113.0,87528.0,3647.0,0.0,1.0,77.0,2.0,24.0,1.0,3.0,3647.0,1.0
591,0.0,66212.0,3.0,115.0,89340.0,1489.0,1.0,0.0,60.0,2.0,60.0,1.0,4.0,6505.0,2.0
359,0.0,29604.0,2.0,113.0,26208.0,728.0,1.0,0.0,29.0,1.0,36.0,1.0,2.0,3883.0,2.0
603,0.0,12250.0,5.0,90.0,215388.0,5983.0,1.0,0.0,39.0,1.0,36.0,0.0,6.0,5983.0,1.0
38,1.0,29046.0,5.0,140.0,208128.0,4336.0,0.0,4.0,54.0,1.0,48.0,0.0,6.0,4335.8,1.0
127,1.0,54973.0,4.0,108.0,92976.0,3874.0,0.0,2.0,31.0,2.0,24.0,1.0,5.0,17259.7,2.0
423,0.0,26030.0,2.0,96.0,30276.0,2523.0,1.0,0.0,68.0,1.0,12.0,1.0,3.0,10614.2,4.0
416,0.0,52850.0,3.0,118.0,155640.0,6485.0,1.0,0.0,5.0,1.0,24.0,1.0,4.0,12765.0,5.0
307,0.0,36308.0,5.0,113.0,173808.0,7242.0,1.0,0.0,77.0,2.0,24.0,1.0,6.0,7242.0,1.0
198,0.0,27524.0,2.0,87.0,207264.0,4318.0,1.0,0.0,42.0,2.0,48.0,1.0,3.0,4318.0,1.0
351,0.0,75746.0,4.0,111.0,28248.0,1177.0,0.0,2.0,47.0,1.0,24.0,1.0,6.0,1177.0,1.0
477,1.0,106119.0,3.0,123.0,155880.0,6495.0,0.0,1.0,37.0,2.0,24.0,1.0,5.0,14799.8,2.0
146,0.0,71271.0,2.0,108.0,293160.0,4886.0,1.0,0.0,52.0,1.0,60.0,1.0,3.0,4886.0,1.0
450,0.0,23724.0,3.0,120.0,189696.0,7904.0,1.0,0.0,19.0,2.0,24.0,1.0,4.0,11843.8,4.0
631,0.0,36729.0,4.0,114.0,198240.0,8260.0,1.0,0.0,41.0,1.0,24.0,1.0,4.0,15563.0,2.0
512,0.0,14675.0,1.0,99.0,170700.0,2845.0,1.0,0.0,53.0,1.0,60.0,1.0,2.0,2845.0,1.0
419,0.0,40855.0,2.0,81.0,73260.0,1221.0,1.0,0.0,70.0,1.0,60.0,1.0,3.0,9996.0,3.0
442,0.0,86326.0,1.0,94.0,220440.0,3674.0,1.0,0.0,50.0,1.0,60.0,1.0,3.0,12091.7,2.0
605,0.0,64879.0,1.0,100.0,22104.0,1842.0,1.0,0.0,34.0,1.0,12.0,1.0,2.0,7913.0,3.0
147,0.0,43892.0,3.0,105.0,200976.0,4187.0,1.0,0.0,65.0,1.0,48.0,1.0,4.0,13741.3,2.0
536,0.0,31682.0,1.0,131.0,163332.0,4537.0,1.0,0.0,18.0,1.0,36.0,1.0,2.0,4537.3,1.0
348,1.0,62438.0,1.0,110.0,78720.0,1640.0,0.0,1.0,27.0,1.0,48.0,1.0,2.0,6325.0,2.0
463,0.0,27610.0,2.0,140.0,473280.0,7888.0,1.0,0.0,54.0,1.0,60.0,0.0,3.0,7887.7,1.0
325,1.0,95113.0,2.0,116.0,349392.0,7279.0,0.0,2.0,57.0,1.0,48.0,1.0,4.0,13621.3,2.0
186,1.0,65364.0,4.0,106.0,177744.0,3703.0,0.0,3.0,59.0,1.0,48.0,0.0,6.0,3702.8,1.0
123,1.0,72725.0,5.0,107.0,170256.0,7094.0,0.0,4.0,16.0,1.0,24.0,1.0,6.0,13016.0,2.0
577,0.0,59247.0,1.0,167.0,279072.0,5814.0,1.0,0.0,1.0,2.0,48.0,1.0,3.0,5813.5,1.0
96,1.0,31577.0,6.0,135.0,105804.0,2939.0,0.0,1.0,14.0,1.0,36.0,1.0,6.0,9932.7,2.0
143,0.0,15261.0,4.0,112.0,156672.0,4352.0,1.0,0.0,28.0,1.0,36.0,1.0,5.0,8965.0,2.0
239,0.0,50936.0,2.0,145.0,164196.0,4561.0,1.0,0.0,64.0,1.0,36.0,1.0,3.0,9358.0,2.0
394,0.0,33024.0,4.0,110.0,137880.0,2298.0,1.0,0.0,72.0,1.0,60.0,0.0,6.0,2298.2,1.0
469,1.0,64750.0,3.0,149.0,93600.0,3900.0,0.0,1.0,9.0,1.0,24.0,1.0,4.0,8815.5,4.0
545,0.0,15192.0,1.0,131.0,191580.0,3193.0,1.0,0.0,51.0,1.0,60.0,1.0,2.0,6141.0,3.0
97,1.0,75553.0,3.0,120.0,396120.0,6602.0,0.0,2.0,19.0,1.0,60.0,1.0,4.0,6601.7,1.0
371,0.0,70539.0,5.0,137.0,17508.0,1459.0,0.0,1.0,12.0,1.0,12.0,1.0,6.0,1459.0,1.0
324,0.0,22118.0,2.0,110.0,78696.0,2186.0,1.0,0.0,72.0,1.0,36.0,1.0,2.0,5793.0,5.0
279,0.0,98264.0,3.0,108.0,141648.0,5902.0,1.0,0.0,52.0,2.0,24.0,1.0,3.0,10187.2,2.0
293,0.0,16017.0,3.0,99.0,110112.0,4588.0,1.0,0.0,53.0,1.0,24.0,1.0,4.0,13880.5,2.0
254,0.0,31222.0,1.0,119.0,86184.0,2394.0,1.0,0.0,17.0,1.0,36.0,1.0,2.0,6950.5,2.0
400,0.0,41267.0,4.0,100.0,194880.0,4060.0,0.0,1.0,74.0,1.0,48.0,1.0,5.0,8644.5,2.0
122,0.0,38703.0,2.0,131.0,78600.0,3275.0,1.0,0.0,51.0,1.0,24.0,1.0,2.0,15767.8,2.0
183,0.0,50782.0,1.0,90.0,253560.0,4226.0,1.0,0.0,39.0,1.0,60.0,1.0,3.0,4226.5,1.0
202,0.0,46381.0,4.0,149.0,44088.0,1837.0,1.0,0.0,9.0,1.0,24.0,1.0,5.0,5210.0,2.0
438,0.0,55746.0,1.0,96.0,170448.0,3551.0,1.0,0.0,68.0,2.0,48.0,1.0,3.0,13180.0,2.0
323,0.0,83369.0,5.0,118.0,174744.0,7281.0,0.0,1.0,5.0,1.0,24.0,0.0,6.0,18478.3,4.0
246,0.0,31528.0,4.0,119.0,97224.0,4051.0,1.0,0.0,17.0,2.0,24.0,1.0,6.0,11276.0,3.0
415,0.0,83607.0,1.0,113.0,49872.0,4156.0,1.0,0.0,77.0,1.0,12.0,1.0,3.0,10137.5,5.0
197,0.0,107935.0,1.0,110.0,71820.0,1995.0,1.0,0.0,63.0,1.0,36.0,1.0,2.0,1995.0,1.0
551,0.0,85904.0,5.0,118.0,39576.0,3298.0,0.0,3.0,32.0,1.0,12.0,1.0,6.0,16808.3,3.0
568,0.0,91829.0,3.0,109.0,46176.0,962.0,1.0,0.0,62.0,1.0,48.0,1.0,3.0,10575.0,2.0
171,0.0,69951.0,1.0,120.0,41256.0,3438.0,0.0,2.0,19.0,2.0,12.0,1.0,3.0,11994.0,5.0
602,0.0,72453.0,5.0,111.0,121896.0,5079.0,1.0,0.0,55.0,1.0,24.0,1.0,6.0,5079.0,1.0
129,0.0,-1454.0,3.0,90.0,139464.0,3874.0,1.0,0.0,73.0,1.0,36.0,0.0,4.0,3873.7,1.0
125,0.0,108556.0,2.0,149.0,53472.0,4456.0,1.0,0.0,9.0,2.0,12.0,1.0,3.0,4456.0,1.0
402,1.0,59095.0,2.0,131.0,475680.0,9910.0,0.0,1.0,36.0,2.0,48.0,1.0,3.0,18471.0,2.0
539,0.0,34947.0,1.0,112.0,215040.0,3584.0,1.0,0.0,28.0,1.0,60.0,1.0,2.0,3583.7,1.0
531,1.0,59088.0,5.0,96.0,189300.0,3155.0,0.0,3.0,58.0,1.0,60.0,1.0,6.0,7083.0,3.0
219,0.0,56200.0,1.0,167.0,74916.0,2081.0,1.0,0.0,1.0,1.0,36.0,1.0,3.0,13412.8,3.0
618,0.0,50991.0,6.0,111.0,21924.0,609.0,1.0,0.0,55.0,2.0,36.0,1.0,6.0,6871.0,2.0
519,0.0,40138.0,1.0,167.0,566640.0,9444.0,1.0,0.0,1.0,2.0,60.0,1.0,2.0,17216.0,5.0
621,0.0,62005.0,3.0,90.0,123408.0,5142.0,0.0,3.0,39.0,1.0,24.0,1.0,4.0,20024.0,5.0
526,0.0,58007.0,3.0,110.0,155616.0,3242.0,1.0,0.0,72.0,2.0,48.0,1.0,4.0,6660.0,3.0
386,0.0,99984.0,4.0,107.0,60156.0,1671.0,1.0,0.0,16.0,1.0,36.0,0.0,4.0,7176.0,3.0
659,0.0,108204.0,4.0,167.0,168984.0,7041.0,1.0,0.0,1.0,1.0,24.0,0.0,6.0,7040.7,1.0
509,0.0,37613.0,1.0,115.0,240900.0,4015.0,1.0,0.0,60.0,1.0,60.0,1.0,2.0,12934.0,2.0
267,0.0,42052.0,3.0,109.0,402000.0,6700.0,1.0,0.0,4.0,1.0,60.0,1.0,4.0,10082.0,3.0
441,0.0,25288.0,2.0,167.0,94488.0,3937.0,1.0,0.0,1.0,1.0,24.0,1.0,3.0,12797.3,3.0
496,0.0,35896.0,5.0,119.0,21072.0,878.0,1.0,0.0,17.0,1.0,24.0,1.0,6.0,5206.0,3.0
112,1.0,35805.0,3.0,81.0,86184.0,7182.0,0.0,1.0,70.0,1.0,12.0,1.0,3.0,10425.5,3.0
232,0.0,93376.0,1.0,126.0,151200.0,4200.0,1.0,0.0,6.0,1.0,36.0,1.0,2.0,18648.2,2.0
590,0.0,45652.0,4.0,167.0,36168.0,3014.0,1.0,0.0,1.0,1.0,12.0,1.0,4.0,15812.5,4.0
373,0.0,13393.0,3.0,108.0,72408.0,3017.0,1.0,0.0,31.0,1.0,24.0,0.0,4.0,17875.7,4.0
233,0.0,384.0,2.0,94.0,100800.0,4200.0,1.0,0.0,50.0,1.0,24.0,0.0,3.0,15595.2,4.0
554,0.0,31535.0,2.0,106.0,188616.0,7859.0,1.0,0.0,59.0,2.0,24.0,1.0,4.0,18099.0,2.0
317,0.0,68246.0,2.0,109.0,68340.0,1139.0,1.0,0.0,4.0,1.0,60.0,1.0,4.0,10330.0,2.0
410,0.0,16889.0,5.0,111.0,48672.0,1352.0,1.0,0.0,55.0,2.0,36.0,1.0,6.0,4250.0,5.0
607,0.0,82176.0,2.0,104.0,44304.0,1846.0,1.0,0.0,38.0,1.0,24.0,1.0,3.0,6120.0,3.0
358,0.0,5057.0,2.0,126.0,360864.0,7518.0,1.0,0.0,6.0,1.0,48.0,0.0,3.0,7518.0,1.0
258,1.0,88143.0,1.0,96.0,81144.0,2254.0,0.0,1.0,68.0,1.0,36.0,1.0,2.0,12732.5,2.0
282,0.0,60869.0,2.0,118.0,76080.0,6340.0,0.0,3.0,5.0,1.0,12.0,1.0,3.0,15676.3,3.0
376,0.0,19887.0,2.0,167.0,34572.0,2881.0,1.0,0.0,1.0,1.0,12.0,1.0,3.0,2881.0,1.0
384,0.0,61620.0,5.0,104.0,212400.0,5900.0,1.0,0.0,38.0,1.0,36.0,1.0,6.0,5900.0,1.0
224,0.0,54475.0,2.0,110.0,107352.0,2982.0,1.0,0.0,27.0,1.0,36.0,1.0,3.0,16410.5,2.0
646,0.0,98820.0,2.0,100.0,67464.0,5622.0,1.0,0.0,34.0,1.0,12.0,1.0,3.0,5622.5,1.0
556,0.0,26220.0,5.0,167.0,120888.0,3358.0,1.0,0.0,1.0,1.0,36.0,1.0,6.0,6583.0,2.0
472,0.0,90064.0,5.0,128.0,49320.0,4110.0,1.0,0.0,24.0,1.0,12.0,0.0,6.0,16372.0,3.0
347,0.0,30124.0,5.0,124.0,87216.0,1817.0,1.0,0.0,15.0,1.0,48.0,0.0,6.0,1817.3,1.0
505,0.0,48297.0,4.0,96.0,76680.0,3195.0,1.0,0.0,68.0,2.0,24.0,1.0,6.0,15848.0,3.0
671,0.0,84780.0,3.0,137.0,392460.0,6541.0,0.0,1.0,12.0,2.0,60.0,1.0,5.0,16351.2,2.0
629,0.0,28240.0,3.0,111.0,417600.0,6960.0,0.0,3.0,55.0,1.0,60.0,1.0,4.0,6959.8,1.0
579,0.0,38854.0,1.0,107.0,88200.0,2450.0,1.0,0.0,76.0,2.0,36.0,1.0,2.0,6134.2,2.0
85,1.0,54674.0,3.0,96.0,141948.0,3943.0,0.0,1.0,68.0,1.0,36.0,1.0,3.0,13585.0,2.0
242,1.0,62483.0,2.0,100.0,100128.0,4172.0,0.0,1.0,74.0,1.0,24.0,1.0,3.0,10307.0,2.0
159,1.0,77686.0,1.0,108.0,69624.0,1934.0,0.0,1.0,52.0,1.0,36.0,1.0,2.0,5658.0,4.0
524,0.0,21367.0,3.0,81.0,100224.0,2088.0,1.0,0.0,70.0,1.0,48.0,0.0,4.0,2088.0,1.0
35,1.0,43653.0,2.0,167.0,76944.0,6412.0,0.0,1.0,1.0,1.0,12.0,1.0,3.0,20301.0,4.0
540,0.0,34318.0,6.0,132.0,127080.0,2118.0,1.0,0.0,45.0,1.0,60.0,1.0,6.0,10591.3,4.0
170,0.0,32824.0,5.0,167.0,31248.0,2604.0,1.0,0.0,1.0,1.0,12.0,1.0,6.0,2604.5,1.0
581,0.0,39012.0,2.0,140.0,116040.0,1934.0,1.0,0.0,54.0,2.0,60.0,1.0,2.0,6956.0,3.0
