,account_id,district_id,frequency,date
1164,1225,4,POPLATEK MESICNE,1993-12-14
1165,1226,1,POPLATEK MESICNE,1996-10-23
1166,1227,69,POPLATEK MESICNE,1996-01-13
1167,1228,62,POPLATEK MESICNE,1995-04-09
1168,1229,46,POPLATEK MESICNE,1997-12-10
1169,1230,1,POPLATEK MESICNE,1997-05-03
1170,1231,7,POPLATEK MESICNE,1994-01-18
1171,1232,48,POPLATEK MESICNE,1996-07-06
1172,1233,31,POPLATEK MESICNE,1996-02-08
1173,1234,6,POPLATEK MESICNE,1993-09-13
1174,1235,76,POPLATEK MESICNE,1993-11-23
1175,1236,19,POPLATEK MESICNE,1993-05-05
1176,1237,9,POPLATEK MESICNE,1994-03-13
1177,1238,1,POPLATEK MESICNE,1995-10-29
1178,1239,1,POPLATEK MESICNE,1993-04-10
1179,1240,1,POPLATEK MESICNE,1997-09-11
1180,1241,53,POPLATEK MESICNE,1996-07-02
1181,1242,74,POPLATEK PO OBRATU,1996-11-24
1182,1243,1,POPLATEK MESICNE,1996-01-07
1183,1244,68,POPLATEK MESICNE,1996-05-08
1184,1245,68,POPLATEK MESICNE,1997-11-12
1185,1246,58,POPLATEK MESICNE,1994-08-18
1186,1247,25,POPLATEK MESICNE,1993-06-08
1187,1248,22,POPLATEK MESICNE,1995-04-29
1188,1249,67,POPLATEK MESICNE,1995-03-30
1189,1250,62,POPLATEK MESICNE,1996-03-28
1190,1251,34,POPLATEK TYDNE,1995-07-18
1191,1252,13,POPLATEK TYDNE,1995-07-26
1192,1253,5,POPLATEK MESICNE,1997-04-13
1193,1254,74,POPLATEK MESICNE,1995-03-28
1194,1255,68,POPLATEK MESICNE,1997-07-02
1195,1256,38,POPLATEK MESICNE,1994-04-21
1196,1257,66,POPLATEK MESICNE,1995-10-11
1197,1258,3,POPLATEK MESICNE,1996-09-01
1198,1259,72,POPLATEK MESICNE,1997-04-12
1199,1260,5,POPLATEK MESICNE,1996-11-17
1200,1261,52,POPLATEK MESICNE,1995-03-18
1201,1262,29,POPLATEK MESICNE,1997-01-19
1202,1263,30,POPLATEK TYDNE,1996-01-09
1203,1264,1,POPLATEK MESICNE,1997-02-16
1204,1265,49,POPLATEK MESICNE,1996-02-25
1205,1266,57,POPLATEK MESICNE,1996-07-01
1206,1267,43,POPLATEK MESICNE,1996-08-05
1207,1268,74,POPLATEK MESICNE,1993-07-25
1208,1269,52,POPLATEK MESICNE,1994-03-28
1209,1270,55,POPLATEK PO OBRATU,1996-06-07
1210,1271,17,POPLATEK MESICNE,1996-06-18
1211,1272,40,POPLATEK TYDNE,1993-05-25
1212,1273,37,POPLATEK MESICNE,1994-03-25
1213,1274,54,POPLATEK TYDNE,1996-08-19
1214,1275,32,POPLATEK MESICNE,1996-06-26
1215,1276,36,POPLATEK MESICNE,1993-01-07
1216,1277,31,POPLATEK MESICNE,1993-06-20
1217,1279,28,POPLATEK MESICNE,1997-10-13
1218,1280,70,POPLATEK MESICNE,1995-05-03
1219,1281,8,POPLATEK MESICNE,1997-04-14
1220,1284,55,POPLATEK MESICNE,1997-07-02
1221,1285,65,POPLATEK MESICNE,1993-06-04
1222,1286,66,POPLATEK PO OBRATU,1993-11-23
1223,1287,35,POPLATEK MESICNE,1995-03-04
1224,1288,11,POPLATEK MESICNE,1993-11-27
1225,1289,72,POPLATEK MESICNE,1996-07-07
1226,1291,1,POPLATEK MESICNE,1994-07-04
1227,1292,3,POPLATEK MESICNE,1994-09-03
1228,1293,40,POPLATEK MESICNE,1996-09-03
1229,1294,71,POPLATEK MESICNE,1994-11-27
1230,1295,15,POPLATEK MESICNE,1994-10-28
1231,1296,50,POPLATEK MESICNE,1996-12-02
1232,1297,70,POPLATEK MESICNE,1993-07-27
1233,1298,7,POPLATEK MESICNE,1996-01-20
1234,1299,1,POPLATEK MESICNE,1993-06-21
1235,1301,18,POPLATEK MESICNE,1994-09-15
1236,1302,55,POPLATEK MESICNE,1993-11-21
1237,1303,23,POPLATEK MESICNE,1997-09-08
1238,1304,40,POPLATEK MESICNE,1996-04-27
1239,1305,57,POPLATEK MESICNE,1993-08-25
1240,1306,1,POPLATEK MESICNE,1995-03-22
1241,1307,56,POPLATEK MESICNE,1994-12-05
1242,1308,54,POPLATEK MESICNE,1996-09-25
1243,1309,1,POPLATEK MESICNE,1995-04-15
1244,1310,1,POPLATEK MESICNE,1996-02-22
1245,1311,60,POPLATEK MESICNE,1996-01-03
1246,1312,23,POPLATEK MESICNE,1994-10-15
1247,1313,45,POPLATEK MESICNE,1997-10-01
1248,1314,48,POPLATEK MESICNE,1993-12-03
1249,1315,13,POPLATEK MESICNE,1995-04-17
1250,1316,42,POPLATEK MESICNE,1996-12-13
1251,1317,56,POPLATEK MESICNE,1994-02-18
1252,1318,56,POPLATEK MESICNE,1997-12-22
1253,1319,56,POPLATEK PO OBRATU,1997-08-08
1254,1320,58,POPLATEK MESICNE,1996-11-18
1255,1321,60,POPLATEK MESICNE,1997-03-27
1256,1322,17,POPLATEK MESICNE,1993-07-05
1257,1323,43,POPLATEK MESICNE,1996-05-20
1258,1324,42,POPLATEK MESICNE,1996-11-05
1259,1325,26,POPLATEK MESICNE,1996-08-08
1260,1326,52,POPLATEK MESICNE,1996-11-11
1261,1327,65,POPLATEK MESICNE,1994-08-24
1262,1328,8,POPLATEK MESICNE,1996-05-04
1263,1329,53,POPLATEK MESICNE,1996-09-16
1264,1330,68,POPLATEK MESICNE,1996-10-22
1265,1331,59,POPLATEK MESICNE,1995-01-03
1266,1332,59,POPLATEK MESICNE,1993-03-25
1267,1333,21,POPLATEK MESICNE,1994-09-29
1268,1334,74,POPLATEK MESICNE,1993-05-14
1269,1335,54,POPLATEK MESICNE,1995-09-21
1270,1336,5,POPLATEK MESICNE,1997-02-26
1271,1337,23,POPLATEK MESICNE,1993-09-01
1272,1338,74,POPLATEK MESICNE,1993-01-11
1273,1339,76,POPLATEK MESICNE,1997-07-06
1274,1340,52,POPLATEK MESICNE,1997-10-28
1275,1341,36,POPLATEK MESICNE,1995-11-21
1276,1342,9,POPLATEK MESICNE,1997-10-09
1277,1344,12,POPLATEK PO OBRATU,1995-07-16
1278,1345,28,POPLATEK MESICNE,1993-10-19
1279,1346,74,POPLATEK MESICNE,1997-07-01
1280,1347,8,POPLATEK MESICNE,1996-11-24
1281,1348,55,POPLATEK MESICNE,1997-11-12
1282,1349,75,POPLATEK MESICNE,1996-03-05
1283,1350,21,POPLATEK TYDNE,1996-08-25
1284,1351,40,POPLATEK MESICNE,1996-03-29
1285,1352,1,POPLATEK MESICNE,1994-09-23
1286,1353,51,POPLATEK MESICNE,1994-04-21
1287,1354,31,POPLATEK MESICNE,1997-06-21
1288,1355,1,POPLATEK MESICNE,1997-08-16
1289,1356,39,POPLATEK MESICNE,1997-02-01
1290,1357,56,POPLATEK MESICNE,1995-11-20
1291,1358,39,POPLATEK MESICNE,1996-04-21
1292,1359,8,POPLATEK MESICNE,1993-12-02
1293,1360,71,POPLATEK MESICNE,1994-08-14
1294,1361,46,POPLATEK MESICNE,1996-12-09
1295,1362,1,POPLATEK MESICNE,1996-12-19
1296,1363,11,POPLATEK MESICNE,1997-03-23
1297,1365,42,POPLATEK MESICNE,1996-03-15
1298,1366,60,POPLATEK MESICNE,1993-02-24
1299,1367,74,POPLATEK MESICNE,1996-08-20
1300,1368,22,POPLATEK MESICNE,1996-12-12
1301,1369,32,POPLATEK MESICNE,1996-03-23
1302,1370,52,POPLATEK MESICNE,1996-09-25
1303,1371,1,POPLATEK MESICNE,1994-04-27
1304,1372,1,POPLATEK MESICNE,1993-03-16
1305,1373,47,POPLATEK MESICNE,1993-06-12
1306,1374,53,POPLATEK MESICNE,1996-09-26
1307,1375,19,POPLATEK MESICNE,1994-04-27
1308,1376,64,POPLATEK MESICNE,1995-09-20
1309,1377,1,POPLATEK MESICNE,1996-09-25
1310,1378,59,POPLATEK MESICNE,1993-03-04
1311,1379,47,POPLATEK MESICNE,1997-10-01
1312,1380,53,POPLATEK MESICNE,1996-02-19
1313,1381,57,POPLATEK MESICNE,1993-11-01
1314,1382,48,POPLATEK MESICNE,1993-08-03
1315,1383,11,POPLATEK MESICNE,1996-04-15
1316,1384,74,POPLATEK TYDNE,1996-03-28
1317,1385,53,POPLATEK MESICNE,1997-05-08
1318,1387,67,POPLATEK MESICNE,1997-01-01
1319,1388,29,POPLATEK MESICNE,1994-05-02
1320,1389,34,POPLATEK MESICNE,1997-08-05
1321,1390,69,POPLATEK MESICNE,1996-12-30
1322,1391,15,POPLATEK MESICNE,1996-12-21
1323,1392,60,POPLATEK MESICNE,1993-04-28
1324,1393,1,POPLATEK MESICNE,1996-11-24
1325,1394,32,POPLATEK MESICNE,1994-12-27
1326,1395,1,POPLATEK MESICNE,1995-11-21
1327,1396,46,POPLATEK MESICNE,1996-06-26
1328,1397,17,POPLATEK MESICNE,1993-03-22
1329,1398,62,POPLATEK MESICNE,1994-08-18
1330,1399,45,POPLATEK MESICNE,1996-05-20
1331,1401,1,POPLATEK MESICNE,1993-08-12
1332,1402,74,POPLATEK MESICNE,1993-03-26
1333,1403,17,POPLATEK MESICNE,1995-11-02
1334,1404,7,POPLATEK TYDNE,1993-09-22
1335,1405,53,POPLATEK MESICNE,1996-06-04
1336,1406,50,POPLATEK MESICNE,1994-03-04
1337,1407,19,POPLATEK PO OBRATU,1997-04-11
1338,1408,10,POPLATEK MESICNE,1996-09-07
1339,1410,74,POPLATEK MESICNE,1993-09-11
1340,1411,54,POPLATEK MESICNE,1993-07-09
1341,1412,64,POPLATEK MESICNE,1993-05-18
1342,1413,65,POPLATEK MESICNE,1995-06-07
1343,1414,58,POPLATEK MESICNE,1995-01-17
1344,1416,66,POPLATEK TYDNE,1993-07-12
1345,1417,75,POPLATEK MESICNE,1994-12-20
1346,1418,35,POPLATEK MESICNE,1997-02-09
1347,1419,33,POPLATEK MESICNE,1993-12-22
1348,1420,68,POPLATEK MESICNE,1995-06-08
1349,1421,71,POPLATEK MESICNE,1994-10-05
1350,1422,68,POPLATEK MESICNE,1993-04-09
1351,1423,76,POPLATEK MESICNE,1995-09-08
1352,1424,32,POPLATEK MESICNE,1997-05-20
1353,1425,76,POPLATEK MESICNE,1993-07-06
1354,1426,40,POPLATEK MESICNE,1995-10-27
1355,1427,17,POPLATEK MESICNE,1995-10-08
1356,1429,57,POPLATEK MESICNE,1993-07-30
1357,1430,26,POPLATEK MESICNE,1997-02-13
1358,1431,41,POPLATEK MESICNE,1996-06-11
1359,1432,27,POPLATEK MESICNE,1997-07-19
1360,1434,70,POPLATEK MESICNE,1997-08-08
1361,1435,1,POPLATEK MESICNE,1996-12-01
1362,1436,3,POPLATEK MESICNE,1994-12-07
1363,1437,50,POPLATEK MESICNE,1995-01-13
1364,1438,23,POPLATEK TYDNE,1997-09-18
1365,1439,11,POPLATEK MESICNE,1996-01-27
1366,1440,55,POPLATEK MESICNE,1993-09-22
1367,1441,50,POPLATEK MESICNE,1994-10-25
1368,1442,23,POPLATEK MESICNE,1993-05-23
1369,1443,54,POPLATEK MESICNE,1997-09-27
1370,1444,70,POPLATEK MESICNE,1996-06-16
1371,1445,60,POPLATEK MESICNE,1996-03-16
1372,1446,57,POPLATEK MESICNE,1995-01-18
1373,1447,65,POPLATEK MESICNE,1997-02-20
1374,1448,1,POPLATEK MESICNE,1995-10-07
1375,1449,35,POPLATEK MESICNE,1993-08-26
1376,1450,63,POPLATEK MESICNE,1996-04-07
1377,1451,64,POPLATEK MESICNE,1993-06-24
1378,1452,45,POPLATEK MESICNE,1995-09-16
1379,1453,61,POPLATEK TYDNE,1993-09-25
1380,1454,46,POPLATEK MESICNE,1997-07-25
1381,1455,66,POPLATEK MESICNE,1996-01-03
1382,1456,9,POPLATEK MESICNE,1996-04-12
1383,1458,29,POPLATEK MESICNE,1994-01-03
1384,1459,12,POPLATEK MESICNE,1997-03-26
1385,1460,54,POPLATEK MESICNE,1996-11-29
1386,1461,73,POPLATEK MESICNE,1996-04-07
1387,1463,32,POPLATEK MESICNE,1996-09-25
1388,1464,73,POPLATEK MESICNE,1996-10-21
1389,1465,30,POPLATEK MESICNE,1995-06-08
1390,1466,69,POPLATEK TYDNE,1997-03-26
1391,1467,37,POPLATEK MESICNE,1994-04-27
1392,1468,54,POPLATEK MESICNE,1993-10-11
1393,1469,67,POPLATEK MESICNE,1995-12-15
1394,1470,19,POPLATEK MESICNE,1994-02-10
1395,1471,1,POPLATEK MESICNE,1996-07-21
1396,1472,2,POPLATEK MESICNE,1995-07-20
1397,1473,39,POPLATEK MESICNE,1996-04-16
1398,1474,63,POPLATEK MESICNE,1996-09-14
1399,1475,1,POPLATEK TYDNE,1993-06-14
1400,1476,61,POPLATEK MESICNE,1993-04-26
1401,1477,1,POPLATEK MESICNE,1993-02-08
1402,1478,5,POPLATEK MESICNE,1996-10-30
1403,1479,54,POPLATEK MESICNE,1995-04-04
1404,1480,41,POPLATEK TYDNE,1996-07-03
1405,1481,15,POPLATEK MESICNE,1993-01-17
1406,1482,38,POPLATEK MESICNE,1996-12-08
1407,1483,10,POPLATEK MESICNE,1996-01-09
1408,1484,70,POPLATEK MESICNE,1996-09-23
1409,1485,36,POPLATEK MESICNE,1993-10-03
1410,1486,63,POPLATEK MESICNE,1996-01-15
1411,1487,66,POPLATEK MESICNE,1993-09-10
1412,1488,25,POPLATEK MESICNE,1997-04-29
1413,1490,5,POPLATEK MESICNE,1996-07-25
1414,1491,47,POPLATEK MESICNE,1997-06-11
1415,1492,24,POPLATEK MESICNE,1996-10-17
1416,1493,41,POPLATEK MESICNE,1993-01-09
1417,1494,1,POPLATEK MESICNE,1997-10-08
1418,1495,36,POPLATEK MESICNE,1993-11-01
1419,1496,57,POPLATEK MESICNE,1995-02-05
1420,1497,1,POPLATEK MESICNE,1993-07-16
1421,1498,62,POPLATEK TYDNE,1997-02-07
1422,1499,47,POPLATEK MESICNE,1993-11-28
1423,1500,43,POPLATEK MESICNE,1996-10-01
1424,1501,50,POPLATEK MESICNE,1996-08-11
1425,1502,1,POPLATEK MESICNE,1996-10-02
1426,1503,71,POPLATEK MESICNE,1996-04-10
1427,1504,1,POPLATEK MESICNE,1996-08-26
1428,1505,69,POPLATEK MESICNE,1993-04-23
1429,1506,51,POPLATEK MESICNE,1997-10-13
1430,1507,35,POPLATEK MESICNE,1993-08-03
1431,1508,69,POPLATEK MESICNE,1996-01-22
1432,1509,51,POPLATEK MESICNE,1994-05-19
1433,1510,33,POPLATEK MESICNE,1996-03-11
1434,1511,51,POPLATEK PO OBRATU,1994-03-13
1435,1512,1,POPLATEK MESICNE,1994-01-08
1436,1513,30,POPLATEK MESICNE,1993-08-23
1437,1514,7,POPLATEK MESICNE,1997-07-01
1438,1515,11,POPLATEK MESICNE,1993-06-11
1439,1516,67,POPLATEK MESICNE,1993-10-08
1440,1517,5,POPLATEK MESICNE,1996-08-24
1441,1518,67,POPLATEK MESICNE,1993-04-21
1442,1519,9,POPLATEK MESICNE,1995-06-14
1443,1520,48,POPLATEK MESICNE,1995-08-08
1444,1521,74,POPLATEK MESICNE,1996-04-04
1445,1522,48,POPLATEK MESICNE,1997-08-02
1446,1523,52,POPLATEK PO OBRATU,1997-11-24
1447,1524,6,POPLATEK MESICNE,1997-02-20
1448,1525,57,POPLATEK MESICNE,1996-09-05
1449,1526,52,POPLATEK MESICNE,1995-01-22
1450,1527,31,POPLATEK PO OBRATU,1993-11-17
1451,1528,50,POPLATEK MESICNE,1996-06-08
1452,1529,1,POPLATEK MESICNE,1996-04-28
1453,1530,70,POPLATEK MESICNE,1995-05-27
1454,1532,54,POPLATEK MESICNE,1996-09-19
1455,1534,1,POPLATEK MESICNE,1993-05-24
1456,1535,46,POPLATEK MESICNE,1993-03-20
1457,1536,41,POPLATEK TYDNE,1993-01-22
1458,1537,54,POPLATEK MESICNE,1997-06-06
1459,1538,22,POPLATEK MESICNE,1996-09-20
1460,1539,1,POPLATEK PO OBRATU,1993-01-03
1461,1540,1,POPLATEK MESICNE,1995-03-29
1462,1541,60,POPLATEK MESICNE,1996-10-18
1463,1542,1,POPLATEK MESICNE,1996-04-25
1464,1543,1,POPLATEK MESICNE,1996-04-14
1465,1544,69,POPLATEK MESICNE,1993-07-14
1466,1545,1,POPLATEK MESICNE,1993-03-08
1467,1546,15,POPLATEK MESICNE,1996-11-20
1468,1547,72,POPLATEK MESICNE,1993-09-14
1469,1548,47,POPLATEK MESICNE,1995-01-27
1470,1549,21,POPLATEK MESICNE,1996-11-21
1471,1550,1,POPLATEK MESICNE,1996-04-15
1472,1551,72,POPLATEK MESICNE,1997-06-18
1473,1552,18,POPLATEK MESICNE,1994-01-02
1474,1553,59,POPLATEK MESICNE,1996-12-21
1475,1554,47,POPLATEK MESICNE,1994-11-15
1476,1555,34,POPLATEK MESICNE,1996-11-10
1477,1556,54,POPLATEK MESICNE,1996-09-15
1478,1557,66,POPLATEK MESICNE,1996-12-13
1479,1558,32,POPLATEK MESICNE,1996-10-06
1480,1559,14,POPLATEK MESICNE,1994-10-08
1481,1560,62,POPLATEK MESICNE,1997-04-14
1482,1561,66,POPLATEK MESICNE,1995-04-01
1483,1562,1,POPLATEK MESICNE,1995-08-30
1484,1563,47,POPLATEK MESICNE,1996-08-14
1485,1564,48,POPLATEK MESICNE,1996-03-05
1486,1565,36,POPLATEK MESICNE,1993-10-20
1487,1566,73,POPLATEK MESICNE,1993-07-07
1488,1567,10,POPLATEK MESICNE,1997-08-19
1489,1568,23,POPLATEK MESICNE,1995-07-15
1490,1570,1,POPLATEK MESICNE,1994-03-12
1491,1571,66,POPLATEK MESICNE,1996-07-29
1492,1572,72,POPLATEK MESICNE,1997-10-21
1493,1573,63,POPLATEK MESICNE,1997-12-29
1494,1574,75,POPLATEK MESICNE,1997-05-28
1495,1575,1,POPLATEK MESICNE,1993-02-27
1496,1576,35,POPLATEK TYDNE,1996-08-06
1497,1577,67,POPLATEK MESICNE,1996-10-16
1498,1578,48,POPLATEK MESICNE,1994-12-01
1499,1579,57,POPLATEK MESICNE,1994-08-09
1500,1580,69,POPLATEK MESICNE,1996-01-08
1501,1581,39,POPLATEK MESICNE,1995-10-12
1502,1582,28,POPLATEK MESICNE,1996-05-01
1503,1583,69,POPLATEK PO OBRATU,1994-11-17
1504,1584,30,POPLATEK MESICNE,1993-05-27
1505,1585,42,POPLATEK MESICNE,1996-02-23
1506,1586,1,POPLATEK MESICNE,1996-10-03
1507,1587,1,POPLATEK MESICNE,1996-12-11
1508,1588,67,POPLATEK MESICNE,1993-12-11
1509,1589,37,POPLATEK MESICNE,1993-08-07
1510,1590,77,POPLATEK MESICNE,1995-04-07
1511,1591,65,POPLATEK MESICNE,1996-01-10
1512,1592,38,POPLATEK MESICNE,1994-08-18
1513,1593,16,POPLATEK MESICNE,1996-08-22
1514,1594,15,POPLATEK MESICNE,1997-04-06
1515,1596,70,POPLATEK MESICNE,1997-10-05
1516,1597,68,POPLATEK MESICNE,1995-07-04
1517,1598,15,POPLATEK MESICNE,1997-04-12
1518,1599,57,POPLATEK MESICNE,1995-11-10
1519,1600,1,POPLATEK MESICNE,1996-09-13
1520,1601,10,POPLATEK MESICNE,1993-02-09
1521,1602,33,POPLATEK MESICNE,1993-09-19
1522,1603,1,POPLATEK MESICNE,1993-05-09
1523,1604,54,POPLATEK MESICNE,1993-12-16
1524,1605,72,POPLATEK MESICNE,1993-12-16
1525,1606,23,POPLATEK MESICNE,1996-03-07
1526,1607,71,POPLATEK MESICNE,1996-04-20
1527,1608,26,POPLATEK MESICNE,1997-10-08
1528,1609,41,POPLATEK MESICNE,1996-07-05
1529,1610,52,POPLATEK MESICNE,1993-05-17
1530,1611,69,POPLATEK MESICNE,1996-02-11
1531,1612,66,POPLATEK MESICNE,1996-02-12
1532,1613,1,POPLATEK MESICNE,1995-09-13
1533,1614,63,POPLATEK MESICNE,1996-05-07
1534,1615,1,POPLATEK MESICNE,1997-10-20
1535,1616,22,POPLATEK MESICNE,1997-02-07
1536,1617,45,POPLATEK MESICNE,1993-06-01
1537,1618,6,POPLATEK MESICNE,1996-12-18
1538,1619,38,POPLATEK MESICNE,1997-02-24
1539,1620,17,POPLATEK MESICNE,1995-06-08
1540,1621,75,POPLATEK MESICNE,1993-12-01
1541,1622,19,POPLATEK MESICNE,1996-04-12
1542,1623,1,POPLATEK MESICNE,1996-02-04
1543,1624,53,POPLATEK MESICNE,1996-04-22
1544,1625,1,POPLATEK MESICNE,1995-01-17
1545,1626,3,POPLATEK MESICNE,1994-03-15
1546,1627,1,POPLATEK MESICNE,1994-01-20
1547,1628,60,POPLATEK MESICNE,1993-01-10
1548,1629,10,POPLATEK MESICNE,1995-11-02
1549,1630,72,POPLATEK MESICNE,1993-07-28
1550,1631,10,POPLATEK MESICNE,1996-09-27
1551,1632,18,POPLATEK TYDNE,1996-01-13
1552,1633,51,POPLATEK MESICNE,1995-02-22
1553,1634,77,POPLATEK MESICNE,1994-06-04
1554,1635,19,POPLATEK MESICNE,1993-12-29
1555,1636,53,POPLATEK MESICNE,1997-04-08
1556,1637,1,POPLATEK MESICNE,1993-01-08
1557,1638,6,POPLATEK TYDNE,1996-11-12
1558,1640,13,POPLATEK MESICNE,1995-09-01
1559,1641,50,POPLATEK MESICNE,1996-04-22
1560,1642,64,POPLATEK MESICNE,1995-05-27
1561,1644,1,POPLATEK MESICNE,1993-05-09
1562,1645,50,POPLATEK MESICNE,1996-10-16
1563,1646,1,POPLATEK TYDNE,1996-05-27
1564,1647,1,POPLATEK MESICNE,1997-07-09
1565,1648,40,POPLATEK MESICNE,1997-08-08
1566,1649,46,POPLATEK MESICNE,1993-01-26
1567,1650,39,POPLATEK MESICNE,1997-12-06
1568,1651,34,POPLATEK MESICNE,1997-01-23
1569,1652,74,POPLATEK MESICNE,1993-05-20
1570,1653,1,POPLATEK MESICNE,1994-09-19
1571,1654,30,POPLATEK MESICNE,1996-08-05
1572,1655,41,POPLATEK MESICNE,1996-04-15
1573,1656,47,POPLATEK MESICNE,1997-02-01
1574,1657,12,POPLATEK MESICNE,1997-11-04
1575,1658,73,POPLATEK MESICNE,1993-05-10
1576,1659,46,POPLATEK MESICNE,1996-12-25
1577,1660,1,POPLATEK MESICNE,1995-09-22
1578,1662,1,POPLATEK MESICNE,1997-08-11
1579,1663,55,POPLATEK MESICNE,1996-11-02
1580,1664,56,POPLATEK MESICNE,1993-11-15
1581,1665,73,POPLATEK MESICNE,1997-04-15
1582,1666,67,POPLATEK MESICNE,1993-10-30
1583,1667,56,POPLATEK MESICNE,1996-08-18
1584,1668,62,POPLATEK MESICNE,1997-03-07
1585,1669,39,POPLATEK MESICNE,1996-09-19
1586,1670,12,POPLATEK MESICNE,1996-01-02
1587,1671,6,POPLATEK MESICNE,1993-05-05
1588,1672,5,POPLATEK MESICNE,1996-05-08
1589,1673,53,POPLATEK MESICNE,1993-12-08
1590,1674,1,POPLATEK MESICNE,1995-09-15
1591,1675,36,POPLATEK MESICNE,1993-02-01
1592,1677,69,POPLATEK MESICNE,1997-01-08
1593,1678,1,POPLATEK MESICNE,1993-02-22
1594,1679,68,POPLATEK MESICNE,1996-09-05
1595,1680,59,POPLATEK MESICNE,1993-12-10
1596,1681,68,POPLATEK MESICNE,1997-07-11
1597,1682,49,POPLATEK MESICNE,1995-12-22
1598,1683,77,POPLATEK MESICNE,1996-11-01
1599,1684,32,POPLATEK TYDNE,1993-07-10
1600,1685,28,POPLATEK MESICNE,1995-12-13
1601,1686,11,POPLATEK MESICNE,1993-11-18
1602,1687,23,POPLATEK MESICNE,1997-04-18
1603,1688,70,POPLATEK MESICNE,1993-02-27
1604,1689,55,POPLATEK MESICNE,1993-09-07
1605,1690,16,POPLATEK MESICNE,1995-10-07
1606,1691,48,POPLATEK MESICNE,1995-11-08
1607,1692,56,POPLATEK MESICNE,1995-03-29
1608,1693,1,POPLATEK PO OBRATU,1997-04-29
1609,1694,6,POPLATEK TYDNE,1993-08-29
1610,1695,76,POPLATEK MESICNE,1993-01-03
1611,1696,43,POPLATEK MESICNE,1995-06-09
1612,1697,63,POPLATEK MESICNE,1997-05-17
1613,1698,68,POPLATEK MESICNE,1996-03-14
1614,1699,53,POPLATEK MESICNE,1993-01-14
1615,1700,64,POPLATEK MESICNE,1995-11-18
1616,1701,1,POPLATEK MESICNE,1993-08-10
1617,1702,56,POPLATEK MESICNE,1995-02-27
1618,1703,72,POPLATEK MESICNE,1997-11-02
1619,1704,70,POPLATEK MESICNE,1995-09-22
1620,1705,70,POPLATEK MESICNE,1993-09-15
1621,1706,1,POPLATEK MESICNE,1995-01-05
1622,1707,75,POPLATEK MESICNE,1997-01-13
1623,1708,22,POPLATEK MESICNE,1994-11-21
1624,1709,24,POPLATEK MESICNE,1996-04-23
1625,1710,74,POPLATEK MESICNE,1997-05-25
1626,1711,63,POPLATEK MESICNE,1996-01-05
1627,1712,44,POPLATEK MESICNE,1996-11-25
1628,1713,43,POPLATEK MESICNE,1993-03-03
1629,1714,72,POPLATEK MESICNE,1994-09-08
1630,1715,60,POPLATEK MESICNE,1996-05-26
1631,1716,46,POPLATEK MESICNE,1996-05-02
1632,1717,67,POPLATEK MESICNE,1997-12-02
1633,1718,71,POPLATEK MESICNE,1997-09-23
1634,1719,1,POPLATEK MESICNE,1993-09-06
1635,1720,35,POPLATEK MESICNE,1995-05-16
1636,1721,68,POPLATEK MESICNE,1993-03-25
1637,1722,32,POPLATEK MESICNE,1996-03-11
1638,1723,70,POPLATEK MESICNE,1997-11-04
1639,1724,48,POPLATEK MESICNE,1997-06-07
1640,1725,72,POPLATEK PO OBRATU,1995-07-03
1641,1726,48,POPLATEK MESICNE,1993-01-03
1642,1727,9,POPLATEK MESICNE,1997-10-11
1643,1728,74,POPLATEK MESICNE,1995-06-23
1644,1729,53,POPLATEK MESICNE,1997-09-08
1645,1730,1,POPLATEK MESICNE,1993-01-09
1646,1731,33,POPLATEK MESICNE,1993-01-14
1647,1732,51,POPLATEK MESICNE,1996-02-20
1648,1733,18,POPLATEK MESICNE,1996-04-20
1649,1734,37,POPLATEK MESICNE,1997-04-10
1650,1735,42,POPLATEK MESICNE,1996-12-04
1651,1736,74,POPLATEK MESICNE,1997-02-26
1652,1737,77,POPLATEK MESICNE,1996-02-13
1653,1738,15,POPLATEK MESICNE,1996-08-06
1654,1739,3,POPLATEK MESICNE,1996-07-08
1655,1740,57,POPLATEK MESICNE,1997-03-13
1656,1741,21,POPLATEK MESICNE,1995-05-10
1657,1742,68,POPLATEK MESICNE,1995-10-08
1658,1743,51,POPLATEK MESICNE,1993-06-04
1659,1744,76,POPLATEK MESICNE,1996-02-07
1660,1745,53,POPLATEK MESICNE,1996-10-19
1661,1746,1,POPLATEK MESICNE,1997-03-11
1662,1747,30,POPLATEK MESICNE,1997-08-14
1663,1749,64,POPLATEK MESICNE,1995-10-14
1664,1750,1,POPLATEK MESICNE,1993-01-26
1665,1751,53,POPLATEK MESICNE,1996-10-04
1666,1752,68,POPLATEK MESICNE,1996-05-08
1667,1753,71,POPLATEK MESICNE,1997-06-14
1668,1754,52,POPLATEK MESICNE,1996-12-01
1669,1756,38,POPLATEK MESICNE,1995-10-26
1670,1757,75,POPLATEK MESICNE,1995-03-27
1671,1758,21,POPLATEK MESICNE,1996-07-08
1672,1759,39,POPLATEK MESICNE,1996-01-25
1673,1760,53,POPLATEK MESICNE,1995-11-11
1674,1761,24,POPLATEK MESICNE,1993-08-24
1675,1762,28,POPLATEK MESICNE,1993-12-11
1676,1763,73,POPLATEK MESICNE,1996-03-06
1677,1764,68,POPLATEK MESICNE,1997-09-04
1678,1765,18,POPLATEK MESICNE,1996-07-21
1679,1766,28,POPLATEK MESICNE,1994-09-03
1680,1767,21,POPLATEK MESICNE,1993-10-20
