,Total day charge,Total intl calls,Area code_415,Area code_510,Total eve minutes,Total day minutes,Total day calls,Voice mail plan,Area code_408,Customer service calls,International plan,Churn,Number vmail messages,Total intl minutes,Total intl charge,Total eve charge
566,36.65,3.0,1.0,0.0,193.4,215.6,96.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,3.65,16.44
567,23.36,11.0,0.0,1.0,237.6,137.4,109.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.78,20.2
568,32.78,5.0,0.0,1.0,177.0,192.8,103.0,1.0,0.0,1.0,0.0,0.0,36.0,16.4,4.43,15.05
569,25.38,3.0,0.0,1.0,200.2,149.3,100.0,0.0,0.0,2.0,0.0,0.0,0.0,11.9,3.21,17.02
570,24.43,5.0,0.0,0.0,170.7,143.7,116.0,0.0,1.0,1.0,0.0,0.0,0.0,7.8,2.11,14.51
571,46.1,3.0,0.0,1.0,202.6,271.2,105.0,0.0,0.0,3.0,0.0,1.0,0.0,11.5,3.11,17.22
572,35.22,1.0,1.0,0.0,292.5,207.2,121.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.16,24.86
573,51.07,5.0,0.0,1.0,133.2,300.4,94.0,0.0,0.0,2.0,0.0,0.0,0.0,7.2,1.94,11.32
574,39.03,8.0,0.0,0.0,132.3,229.6,123.0,1.0,1.0,2.0,0.0,0.0,37.0,9.5,2.57,11.25
575,31.88,4.0,1.0,0.0,169.8,187.5,110.0,1.0,0.0,1.0,1.0,0.0,20.0,12.1,3.27,14.43
576,9.71,6.0,1.0,0.0,199.7,57.1,98.0,0.0,0.0,3.0,1.0,0.0,0.0,6.5,1.76,16.97
577,27.56,9.0,1.0,0.0,155.0,162.1,86.0,0.0,0.0,5.0,0.0,1.0,0.0,11.0,2.97,13.18
578,24.65,3.0,1.0,0.0,175.8,145.0,89.0,0.0,0.0,2.0,1.0,1.0,0.0,16.7,4.51,14.94
579,27.12,3.0,0.0,1.0,240.8,159.5,123.0,0.0,0.0,1.0,0.0,0.0,0.0,11.4,3.08,20.47
580,32.42,8.0,0.0,1.0,208.6,190.7,72.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8,2.38,17.73
581,39.2,2.0,0.0,1.0,189.1,230.6,40.0,1.0,0.0,1.0,0.0,0.0,20.0,9.4,2.54,16.07
582,5.78,3.0,1.0,0.0,278.6,34.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.11,23.68
583,32.88,3.0,1.0,0.0,240.6,193.4,112.0,1.0,0.0,5.0,0.0,0.0,17.0,11.4,3.08,20.45
584,34.34,6.0,0.0,0.0,163.5,202.0,126.0,0.0,1.0,1.0,0.0,0.0,0.0,10.4,2.81,13.9
585,32.59,5.0,1.0,0.0,241.4,191.7,122.0,0.0,0.0,1.0,0.0,0.0,0.0,9.1,2.46,20.52
586,27.42,8.0,1.0,0.0,250.3,161.3,97.0,1.0,0.0,1.0,0.0,0.0,26.0,6.6,1.78,21.28
587,25.6,2.0,1.0,0.0,119.0,150.6,85.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4,1.73,10.12
588,31.38,1.0,0.0,1.0,196.0,184.6,102.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8,2.11,16.66
589,37.52,5.0,0.0,0.0,270.2,220.7,120.0,0.0,1.0,1.0,0.0,0.0,0.0,8.7,2.35,22.97
590,26.18,4.0,1.0,0.0,185.5,154.0,80.0,1.0,0.0,3.0,0.0,0.0,32.0,8.2,2.21,15.77
591,20.59,6.0,1.0,0.0,186.4,121.1,116.0,1.0,0.0,0.0,0.0,0.0,29.0,10.1,2.73,15.84
592,30.96,4.0,0.0,1.0,164.6,182.1,94.0,1.0,0.0,3.0,0.0,0.0,23.0,12.7,3.43,13.99
593,35.68,4.0,1.0,0.0,121.9,209.9,105.0,0.0,0.0,1.0,0.0,0.0,0.0,9.6,2.59,10.36
594,28.48,4.0,1.0,0.0,242.1,167.5,76.0,0.0,0.0,2.0,0.0,0.0,0.0,11.4,3.08,20.58
595,36.36,14.0,1.0,0.0,239.8,213.9,88.0,0.0,0.0,2.0,0.0,0.0,0.0,9.8,2.65,20.38
596,19.69,5.0,1.0,0.0,243.3,115.8,108.0,0.0,0.0,1.0,0.0,0.0,0.0,13.1,3.54,20.68
597,30.5,4.0,1.0,0.0,181.1,179.4,88.0,1.0,0.0,2.0,0.0,0.0,21.0,9.5,2.57,15.39
598,31.84,5.0,0.0,1.0,270.8,187.3,84.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1,2.73,23.02
599,34.2,3.0,0.0,0.0,227.2,201.2,128.0,0.0,1.0,2.0,0.0,0.0,0.0,8.4,2.27,19.31
600,32.23,6.0,1.0,0.0,267.4,189.6,78.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3,0.35,22.73
601,26.1,4.0,1.0,0.0,219.1,153.5,83.0,1.0,0.0,0.0,0.0,0.0,31.0,11.4,3.08,18.62
602,31.89,6.0,1.0,0.0,208.2,187.6,97.0,0.0,0.0,2.0,0.0,0.0,0.0,8.7,2.35,17.7
603,39.25,2.0,1.0,0.0,243.2,230.9,132.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.97,20.67
604,41.63,4.0,1.0,0.0,118.0,244.9,150.0,1.0,0.0,2.0,0.0,0.0,26.0,15.2,4.1,10.03
605,39.25,2.0,1.0,0.0,223.0,230.9,93.0,0.0,0.0,3.0,0.0,0.0,0.0,9.7,2.62,18.96
606,31.81,3.0,1.0,0.0,250.2,187.1,104.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.97,21.27
607,29.02,4.0,1.0,0.0,191.1,170.7,54.0,0.0,0.0,1.0,0.0,0.0,0.0,13.3,3.59,16.24
608,32.22,7.0,0.0,1.0,207.0,189.5,112.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.48,17.6
609,30.07,2.0,0.0,0.0,167.9,176.9,110.0,0.0,1.0,1.0,1.0,1.0,0.0,7.7,2.08,14.27
610,27.39,4.0,1.0,0.0,198.8,161.1,99.0,0.0,0.0,1.0,0.0,0.0,0.0,10.6,2.86,16.9
611,43.25,4.0,1.0,0.0,161.7,254.4,133.0,1.0,0.0,0.0,0.0,0.0,20.0,10.5,2.84,13.74
612,21.71,4.0,0.0,1.0,215.0,127.7,54.0,1.0,0.0,2.0,1.0,0.0,24.0,5.8,1.57,18.28
613,28.99,5.0,1.0,0.0,217.2,170.5,107.0,1.0,0.0,6.0,0.0,0.0,26.0,13.6,3.67,18.46
614,46.5,9.0,0.0,1.0,183.8,273.5,104.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,2.97,15.62
615,27.52,4.0,1.0,0.0,200.9,161.9,138.0,0.0,0.0,1.0,1.0,0.0,0.0,10.7,2.89,17.08
616,10.68,4.0,0.0,0.0,170.4,62.8,124.0,0.0,1.0,3.0,1.0,0.0,0.0,9.4,2.54,14.48
617,38.79,5.0,1.0,0.0,263.7,228.2,70.0,0.0,0.0,3.0,0.0,0.0,0.0,10.7,2.89,22.41
618,35.67,3.0,0.0,0.0,194.5,209.8,82.0,0.0,1.0,0.0,0.0,0.0,0.0,11.3,3.05,16.53
619,45.15,6.0,0.0,0.0,208.8,265.6,86.0,0.0,1.0,2.0,0.0,1.0,0.0,11.1,3.0,17.75
620,36.53,2.0,1.0,0.0,117.8,214.9,97.0,0.0,0.0,2.0,0.0,0.0,0.0,11.8,3.19,10.01
621,18.79,3.0,0.0,1.0,223.2,110.5,79.0,0.0,0.0,3.0,0.0,0.0,0.0,10.5,2.84,18.97
622,46.16,2.0,0.0,1.0,253.4,271.5,98.0,1.0,0.0,1.0,1.0,1.0,33.0,8.2,2.21,21.54
623,19.18,3.0,0.0,0.0,218.8,112.8,108.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,2.43,18.6
624,31.84,2.0,0.0,0.0,239.7,187.3,118.0,0.0,1.0,1.0,0.0,0.0,0.0,15.1,4.08,20.37
625,33.49,4.0,1.0,0.0,269.3,197.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,10.8,2.92,22.89
626,30.67,2.0,1.0,0.0,129.4,180.4,89.0,1.0,0.0,1.0,0.0,0.0,32.0,8.4,2.27,11.0
627,33.51,5.0,1.0,0.0,259.4,197.1,113.0,1.0,0.0,2.0,0.0,0.0,22.0,14.6,3.94,22.05
628,26.13,5.0,1.0,0.0,137.8,153.7,115.0,1.0,0.0,1.0,0.0,0.0,26.0,15.9,4.29,11.71
629,44.42,2.0,1.0,0.0,220.9,261.3,96.0,1.0,0.0,1.0,0.0,0.0,27.0,11.3,3.05,18.78
630,41.85,5.0,0.0,1.0,202.4,246.2,102.0,0.0,0.0,1.0,0.0,0.0,0.0,9.4,2.54,17.2
631,32.47,4.0,0.0,1.0,318.8,191.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.76,27.1
632,35.41,3.0,0.0,0.0,253.6,208.3,86.0,0.0,1.0,1.0,0.0,0.0,0.0,12.6,3.4,21.56
633,43.01,4.0,1.0,0.0,219.3,253.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.65,18.64
634,34.39,4.0,0.0,0.0,201.5,202.3,87.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8,1.84,17.13
635,29.65,5.0,0.0,0.0,156.3,174.4,120.0,0.0,1.0,0.0,0.0,0.0,0.0,10.2,2.75,13.29
636,21.61,3.0,1.0,0.0,172.1,127.1,89.0,1.0,0.0,1.0,0.0,0.0,30.0,12.1,3.27,14.63
637,24.4,3.0,0.0,1.0,242.6,143.5,76.0,1.0,0.0,0.0,1.0,0.0,16.0,11.3,3.05,20.62
638,31.77,3.0,0.0,1.0,240.0,186.9,94.0,1.0,0.0,1.0,0.0,0.0,17.0,5.8,1.57,20.4
639,39.92,6.0,0.0,1.0,106.8,234.8,89.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,2.67,9.08
640,21.03,4.0,0.0,1.0,103.0,123.7,96.0,0.0,0.0,1.0,0.0,0.0,0.0,13.1,3.54,8.76
641,29.56,5.0,0.0,1.0,276.4,173.9,103.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,4.13,23.49
642,53.48,3.0,1.0,0.0,169.8,314.6,102.0,0.0,0.0,2.0,0.0,1.0,0.0,5.7,1.54,14.43
643,38.74,5.0,0.0,1.0,207.5,227.9,78.0,0.0,0.0,1.0,0.0,0.0,0.0,12.1,3.27,17.64
644,16.24,6.0,0.0,1.0,163.7,95.5,92.0,0.0,0.0,2.0,0.0,0.0,0.0,6.6,1.78,13.91
645,24.87,3.0,1.0,0.0,202.7,146.3,133.0,0.0,0.0,1.0,0.0,0.0,0.0,13.1,3.54,17.23
646,31.28,3.0,0.0,1.0,76.4,184.0,99.0,1.0,0.0,2.0,0.0,0.0,16.0,12.7,3.43,6.49
647,17.99,5.0,1.0,0.0,43.9,105.8,110.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,3.54,3.73
648,30.26,4.0,1.0,0.0,153.8,178.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,11.7,3.16,13.07
649,25.4,6.0,0.0,1.0,123.9,149.4,74.0,1.0,0.0,1.0,0.0,0.0,24.0,10.1,2.73,10.53
650,35.6,3.0,0.0,1.0,132.5,209.4,104.0,0.0,0.0,2.0,0.0,0.0,0.0,11.3,3.05,11.26
651,29.26,6.0,1.0,0.0,211.7,172.1,105.0,0.0,0.0,1.0,0.0,0.0,0.0,11.6,3.13,17.99
652,28.78,9.0,0.0,1.0,217.9,169.3,82.0,0.0,0.0,1.0,1.0,0.0,0.0,9.4,2.54,18.52
653,33.01,2.0,1.0,0.0,173.4,194.2,147.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,1.49,14.74
654,33.8,3.0,0.0,1.0,230.1,198.8,56.0,0.0,0.0,2.0,0.0,0.0,0.0,9.9,2.67,19.56
655,28.51,1.0,0.0,0.0,93.7,167.7,94.0,0.0,1.0,3.0,1.0,1.0,0.0,13.4,3.62,7.96
656,34.37,2.0,1.0,0.0,216.8,202.2,86.0,0.0,0.0,2.0,0.0,0.0,0.0,11.8,3.19,18.43
657,12.99,3.0,1.0,0.0,115.6,76.4,116.0,0.0,0.0,3.0,0.0,0.0,0.0,9.4,2.54,9.83
658,12.36,3.0,0.0,1.0,208.6,72.7,75.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9,2.67,17.73
659,35.77,4.0,1.0,0.0,225.5,210.4,100.0,1.0,0.0,0.0,0.0,0.0,31.0,9.7,2.62,19.17
660,21.62,13.0,0.0,1.0,162.9,127.2,93.0,1.0,0.0,0.0,1.0,0.0,33.0,8.1,2.19,13.85
661,34.31,8.0,0.0,1.0,304.9,201.8,79.0,1.0,0.0,1.0,0.0,0.0,28.0,11.9,3.21,25.92
662,37.32,5.0,1.0,0.0,222.1,219.5,78.0,1.0,0.0,1.0,0.0,0.0,17.0,16.1,4.35,18.88
663,16.88,6.0,0.0,0.0,270.5,99.3,112.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,2.43,22.99
664,40.66,2.0,1.0,0.0,150.0,239.2,114.0,0.0,0.0,5.0,0.0,0.0,0.0,10.3,2.78,12.75
665,20.55,11.0,1.0,0.0,235.0,120.9,58.0,0.0,0.0,2.0,1.0,0.0,0.0,11.4,3.08,19.98
666,38.2,6.0,0.0,0.0,129.4,224.7,81.0,0.0,1.0,1.0,0.0,0.0,0.0,15.8,4.27,11.0
667,30.02,6.0,0.0,0.0,162.7,176.6,88.0,1.0,1.0,1.0,0.0,0.0,19.0,14.6,3.94,13.83
668,30.7,4.0,1.0,0.0,190.9,180.6,92.0,0.0,0.0,1.0,0.0,1.0,0.0,10.3,2.78,16.23
669,40.39,9.0,0.0,0.0,192.4,237.6,79.0,0.0,1.0,0.0,0.0,0.0,0.0,9.1,2.46,16.35
670,33.73,2.0,1.0,0.0,264.7,198.4,91.0,0.0,0.0,2.0,0.0,0.0,0.0,9.2,2.48,22.5
671,46.63,5.0,0.0,0.0,52.9,274.3,110.0,0.0,1.0,0.0,0.0,0.0,0.0,10.9,2.94,4.5
672,37.01,3.0,0.0,1.0,273.5,217.7,91.0,0.0,0.0,3.0,0.0,0.0,0.0,9.6,2.59,23.25
673,22.9,6.0,1.0,0.0,235.9,134.7,96.0,0.0,0.0,3.0,0.0,0.0,0.0,7.6,2.05,20.05
674,43.57,7.0,0.0,1.0,180.2,256.3,135.0,0.0,0.0,2.0,0.0,0.0,0.0,6.2,1.67,15.32
675,29.95,4.0,1.0,0.0,196.0,176.2,90.0,0.0,0.0,1.0,0.0,0.0,0.0,9.2,2.48,16.66
676,34.85,8.0,1.0,0.0,165.4,205.0,94.0,1.0,0.0,1.0,0.0,0.0,37.0,11.7,3.16,14.06
677,45.54,3.0,0.0,0.0,223.0,267.9,114.0,0.0,1.0,3.0,0.0,1.0,0.0,11.3,3.05,18.96
678,30.46,6.0,1.0,0.0,175.2,179.2,111.0,0.0,0.0,2.0,0.0,0.0,0.0,9.9,2.67,14.89
679,25.4,3.0,1.0,0.0,196.5,149.4,145.0,0.0,0.0,1.0,0.0,0.0,0.0,14.9,4.02,16.7
680,35.29,13.0,0.0,0.0,152.7,207.6,71.0,0.0,1.0,1.0,0.0,0.0,0.0,12.4,3.35,12.98
681,28.12,4.0,0.0,1.0,183.7,165.4,108.0,0.0,0.0,3.0,0.0,0.0,0.0,8.9,2.4,15.61
682,35.67,9.0,1.0,0.0,171.3,209.8,114.0,0.0,0.0,4.0,0.0,0.0,0.0,9.9,2.67,14.56
683,37.42,3.0,1.0,0.0,268.2,220.1,128.0,1.0,0.0,0.0,0.0,0.0,27.0,11.1,3.0,22.8
684,24.02,5.0,0.0,1.0,154.3,141.3,72.0,0.0,0.0,1.0,0.0,0.0,0.0,8.2,2.21,13.12
685,33.41,7.0,0.0,0.0,241.3,196.5,89.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.08,20.51
686,17.85,5.0,0.0,0.0,251.6,105.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,14.9,4.02,21.39
687,46.14,6.0,0.0,1.0,190.4,271.4,119.0,0.0,0.0,4.0,0.0,1.0,0.0,11.1,3.0,16.18
688,35.14,3.0,0.0,1.0,174.6,206.7,79.0,1.0,0.0,1.0,0.0,0.0,43.0,10.9,2.94,14.84
689,28.36,1.0,0.0,0.0,236.0,166.8,109.0,0.0,1.0,1.0,0.0,0.0,0.0,9.3,2.51,20.06
690,34.83,3.0,1.0,0.0,135.2,204.9,107.0,0.0,0.0,5.0,0.0,0.0,0.0,10.4,2.81,11.49
691,26.28,4.0,1.0,0.0,245.6,154.6,128.0,1.0,0.0,1.0,0.0,0.0,15.0,9.1,2.46,20.88
692,21.59,2.0,1.0,0.0,323.2,127.0,107.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,2.03,27.47
693,45.46,4.0,1.0,0.0,204.2,267.4,78.0,0.0,0.0,1.0,1.0,0.0,0.0,5.9,1.59,17.36
694,47.77,0.0,1.0,0.0,160.6,281.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.65
695,29.1,7.0,0.0,0.0,185.6,171.2,82.0,0.0,1.0,1.0,0.0,0.0,0.0,10.2,2.75,15.78
696,21.1,8.0,0.0,1.0,202.6,124.1,82.0,0.0,0.0,3.0,0.0,0.0,0.0,6.7,1.81,17.22
697,27.68,3.0,1.0,0.0,290.3,162.8,113.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2,1.94,24.68
698,24.87,12.0,0.0,0.0,255.9,146.3,84.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.16,21.75
699,43.32,7.0,1.0,0.0,143.4,254.8,85.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,4.05,12.19
700,43.33,3.0,0.0,0.0,243.2,254.9,108.0,1.0,1.0,2.0,0.0,0.0,26.0,5.4,1.46,20.67
701,18.31,3.0,0.0,1.0,188.9,107.7,124.0,1.0,0.0,0.0,0.0,0.0,31.0,8.9,2.4,16.06
702,27.0,7.0,0.0,0.0,264.8,158.8,75.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6,2.05,22.51
703,31.09,4.0,1.0,0.0,239.6,182.9,113.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,1.49,20.37
704,33.75,5.0,1.0,0.0,42.5,198.5,112.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,3.35,3.61
705,18.85,5.0,0.0,1.0,158.5,110.9,91.0,0.0,0.0,1.0,0.0,0.0,0.0,6.2,1.67,13.47
706,28.37,4.0,1.0,0.0,221.2,166.9,85.0,1.0,0.0,1.0,0.0,1.0,27.0,12.3,3.32,18.8
707,20.54,3.0,0.0,1.0,169.8,120.8,96.0,0.0,0.0,4.0,0.0,1.0,0.0,11.9,3.21,14.43
708,28.1,3.0,1.0,0.0,210.0,165.3,118.0,0.0,0.0,2.0,0.0,0.0,0.0,8.5,2.3,17.85
709,21.54,7.0,1.0,0.0,155.5,126.7,113.0,0.0,0.0,2.0,0.0,0.0,0.0,14.4,3.89,13.22
710,36.7,7.0,0.0,0.0,200.6,215.9,106.0,1.0,1.0,0.0,0.0,0.0,35.0,15.5,4.19,17.05
711,23.82,2.0,1.0,0.0,209.6,140.1,132.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.16,17.82
712,23.77,6.0,0.0,1.0,138.2,139.8,114.0,1.0,0.0,0.0,1.0,0.0,29.0,5.5,1.49,11.75
713,54.67,3.0,0.0,1.0,251.6,321.6,107.0,0.0,0.0,2.0,0.0,1.0,0.0,11.3,3.05,21.39
714,28.32,6.0,0.0,1.0,218.8,166.6,61.0,0.0,0.0,7.0,0.0,0.0,0.0,8.2,2.21,18.6
715,36.41,8.0,1.0,0.0,196.8,214.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.59,16.73
716,44.2,3.0,1.0,0.0,210.5,260.0,123.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,2.43,17.89
717,32.62,4.0,1.0,0.0,70.9,191.9,113.0,0.0,0.0,4.0,0.0,1.0,0.0,13.4,3.62,6.03
718,20.08,2.0,1.0,0.0,109.6,118.1,83.0,1.0,0.0,1.0,0.0,0.0,24.0,16.9,4.56,9.32
719,32.33,4.0,0.0,0.0,166.4,190.2,89.0,0.0,1.0,6.0,0.0,0.0,0.0,15.0,4.05,14.14
720,13.97,6.0,1.0,0.0,163.3,82.2,95.0,1.0,0.0,0.0,0.0,0.0,25.0,5.1,1.38,13.88
721,27.85,5.0,1.0,0.0,177.8,163.8,80.0,1.0,0.0,0.0,0.0,0.0,32.0,8.1,2.19,15.11
722,45.53,11.0,1.0,0.0,316.4,267.8,145.0,0.0,0.0,5.0,0.0,1.0,0.0,14.4,3.89,26.89
723,27.17,3.0,0.0,1.0,120.4,159.8,91.0,0.0,0.0,2.0,0.0,0.0,0.0,10.6,2.86,10.23
724,36.43,4.0,0.0,0.0,289.8,214.3,129.0,1.0,1.0,1.0,0.0,0.0,24.0,10.6,2.86,24.63
725,48.84,4.0,0.0,1.0,288.0,287.3,123.0,0.0,0.0,0.0,0.0,1.0,0.0,10.5,2.84,24.48
726,17.2,3.0,0.0,0.0,141.6,101.2,122.0,0.0,1.0,2.0,0.0,0.0,0.0,7.5,2.03,12.04
727,17.48,5.0,1.0,0.0,281.7,102.8,74.0,0.0,0.0,2.0,0.0,0.0,0.0,13.2,3.56,23.94
728,18.55,6.0,1.0,0.0,115.7,109.1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2.24,9.83
729,36.7,2.0,0.0,0.0,217.0,215.9,67.0,0.0,1.0,1.0,0.0,0.0,0.0,5.2,1.4,18.45
730,34.58,4.0,1.0,0.0,128.7,203.4,110.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.97,10.94
731,18.72,2.0,0.0,1.0,169.0,110.1,113.0,0.0,0.0,1.0,0.0,0.0,0.0,9.2,2.48,14.37
732,18.87,14.0,1.0,0.0,219.8,111.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,1.19,18.68
733,40.78,5.0,1.0,0.0,142.3,239.9,121.0,0.0,0.0,1.0,0.0,0.0,0.0,9.3,2.51,12.1
734,14.31,2.0,1.0,0.0,80.8,84.2,134.0,0.0,0.0,1.0,0.0,0.0,0.0,10.8,2.92,6.87
735,35.55,6.0,1.0,0.0,106.1,209.1,127.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.78,9.02
736,22.12,5.0,1.0,0.0,196.0,130.1,117.0,1.0,0.0,0.0,0.0,0.0,24.0,11.4,3.08,16.66
737,29.89,5.0,0.0,1.0,155.0,175.8,139.0,1.0,0.0,2.0,0.0,0.0,24.0,7.8,2.11,13.18
738,41.12,5.0,1.0,0.0,145.2,241.9,104.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6,1.78,12.34
739,23.24,4.0,1.0,0.0,228.6,136.7,106.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.65,19.43
740,34.07,2.0,1.0,0.0,309.2,200.4,87.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.7,26.28
741,21.39,4.0,0.0,1.0,207.7,125.8,103.0,0.0,0.0,1.0,1.0,1.0,0.0,14.1,3.81,17.65
742,21.79,2.0,0.0,0.0,133.2,128.2,87.0,0.0,1.0,1.0,0.0,0.0,0.0,11.2,3.02,11.32
743,38.47,3.0,0.0,0.0,223.0,226.3,88.0,0.0,1.0,4.0,0.0,0.0,0.0,13.0,3.51,18.96
744,27.59,4.0,0.0,1.0,233.9,162.3,107.0,1.0,0.0,0.0,0.0,0.0,37.0,9.2,2.48,19.88
745,20.49,2.0,1.0,0.0,189.7,120.5,127.0,0.0,0.0,1.0,0.0,0.0,0.0,14.3,3.86,16.12
746,15.49,8.0,0.0,0.0,179.3,91.1,90.0,0.0,1.0,2.0,0.0,0.0,0.0,11.9,3.21,15.24
747,28.7,4.0,1.0,0.0,241.4,168.8,137.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.19,20.52
748,38.45,2.0,1.0,0.0,140.3,226.2,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.73,11.93
749,32.62,2.0,0.0,1.0,206.9,191.9,107.0,0.0,0.0,1.0,0.0,0.0,0.0,12.6,3.4,17.59
750,28.54,6.0,1.0,0.0,190.7,167.9,147.0,1.0,0.0,4.0,0.0,1.0,28.0,9.2,2.48,16.21
751,30.6,6.0,1.0,0.0,145.0,180.0,88.0,0.0,0.0,2.0,0.0,0.0,0.0,11.5,3.11,12.33
752,43.76,5.0,0.0,0.0,261.1,257.4,67.0,0.0,1.0,2.0,0.0,1.0,0.0,13.4,3.62,22.19
753,27.15,3.0,0.0,0.0,155.4,159.7,83.0,0.0,1.0,1.0,0.0,0.0,0.0,8.4,2.27,13.21
754,40.32,3.0,0.0,0.0,222.6,237.2,124.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,2.97,18.92
755,17.51,3.0,1.0,0.0,242.3,103.0,129.0,0.0,0.0,1.0,0.0,0.0,0.0,7.9,2.13,20.6
756,34.87,2.0,1.0,0.0,160.5,205.1,86.0,0.0,0.0,3.0,0.0,0.0,0.0,10.7,2.89,13.64
757,25.5,15.0,1.0,0.0,285.9,150.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,9.4,2.54,24.3
758,39.51,3.0,0.0,1.0,186.0,232.4,97.0,1.0,0.0,3.0,0.0,0.0,23.0,12.3,3.32,15.81
759,28.12,5.0,0.0,0.0,115.7,165.4,100.0,0.0,1.0,2.0,0.0,0.0,0.0,12.8,3.46,9.83
760,33.86,3.0,1.0,0.0,187.3,199.2,106.0,0.0,0.0,3.0,0.0,0.0,0.0,13.3,3.59,15.92
761,36.99,3.0,0.0,0.0,320.5,217.6,81.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,1.13,27.24
762,26.18,5.0,1.0,0.0,165.8,154.0,75.0,1.0,0.0,1.0,0.0,0.0,30.0,10.8,2.92,14.09
763,32.95,2.0,0.0,0.0,202.6,193.8,130.0,1.0,1.0,1.0,0.0,0.0,31.0,13.3,3.59,17.22
764,29.82,4.0,1.0,0.0,248.1,175.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,3.29,21.09
765,39.13,3.0,0.0,0.0,186.7,230.2,147.0,0.0,1.0,0.0,0.0,0.0,0.0,9.2,2.48,15.87
766,29.73,3.0,0.0,0.0,248.2,174.9,103.0,1.0,1.0,1.0,0.0,1.0,33.0,13.5,3.65,21.1
767,32.33,4.0,1.0,0.0,262.2,190.2,68.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2.38,22.29
768,29.99,1.0,1.0,0.0,224.9,176.4,122.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,3.11,19.12
769,38.88,3.0,1.0,0.0,163.0,228.7,90.0,0.0,0.0,1.0,0.0,0.0,0.0,11.8,3.19,13.86
770,24.48,2.0,0.0,0.0,181.6,144.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,12.3,3.32,15.44
771,23.1,7.0,0.0,1.0,271.0,135.9,90.0,1.0,0.0,6.0,0.0,0.0,31.0,9.5,2.57,23.04
772,22.19,6.0,1.0,0.0,131.2,130.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.51,11.15
773,22.81,2.0,0.0,0.0,162.5,134.2,105.0,1.0,1.0,4.0,0.0,1.0,21.0,11.8,3.19,13.81
774,47.26,4.0,1.0,0.0,266.4,278.0,102.0,0.0,0.0,4.0,0.0,1.0,0.0,13.1,3.54,22.64
775,17.92,5.0,1.0,0.0,214.8,105.4,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2.11,18.26
